A5_1,A5_2,A5_3,A5_4,A5_5,A5_6,A5_7,A5_8,A5_9,A5_10,A5_11,A5_12,A5_13,A5_14,A5_15,A5_16,A5_17,A5_18,A5_19,A5_20,A5_21,D_TRA1_1_SPOT
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,경기도 가평군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,,,,,,,,,,,,,,,,,경기도 가평군
,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,가족/친지/친구 방문,,,,강원도 고성군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,"테마파크, 놀이시설, 동/식물원 방문",,,,,,,,,,,,,,,,,경기도 용인시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,가족/친지/친구 방문,,,,전라남도 여수시
자연 및 풍경감상,음식관광(지역 맛집 등),,,"테마파크, 놀이시설, 동/식물원 방문",휴식/휴양,,,,,,,,,,,,,,,,강원도 평창군
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,가족/친지/친구 방문,,,,강원도 강릉시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,제주특별자치도 서귀포시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,,,,,,,,,,,,,,,,,강원도 춘천시
자연 및 풍경감상,,,,,,,,,,,,,,,,,,,,,경기도 양평군
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,,,,,,,,,,,,,,,,,인천광역시 중구
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,제주특별자치도 제주시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,강원도 춘천시
자연 및 풍경감상,,,,,,,,,,,,,,,,,,,,,강원도 춘천시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,,,,,,,,,,,,,,,,,경기도 가평군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 원주시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,경기도 양평군
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,전라북도 순창군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 동해시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,"야외 위락 및 스포츠, 레포츠 활동",,,휴식/휴양,,,,,,,,,,,,,,,,강원도 속초시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,"테마파크, 놀이시설, 동/식물원 방문",휴식/휴양,,,,,,,,,,,,,,,,제주특별자치도 제주시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,교육/체험 프로그램 참가,,,,,,,,,,인천광역시 옹진군
자연 및 풍경감상,,,,"테마파크, 놀이시설, 동/식물원 방문",휴식/휴양,,,,,,,,,,,,,,,,강원도 횡성군
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,가족/친지/친구 방문,,,,강원도 철원군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,지역 축제/이벤트 참가,,,,,,,,,,,전라북도 군산시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,지역 문화예술/공연/전시시설 관람,,,,,,,드라마 촬영지 방문,,,,,,경기도 양평군
자연 및 풍경감상,,,,,,,,,,,,,,,,,,,,,강원도 속초시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,경기도 양평군
,음식관광(지역 맛집 등),"야외 위락 및 스포츠, 레포츠 활동",,,,,,,,,,,,,,,,,,,경기도 용인시
자연 및 풍경감상,음식관광(지역 맛집 등),,역사 유적지 방문,,,,,,,,,,,,,,,,,,세종특별자치시 세종시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,전라북도 정읍시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,경기도 가평군
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,가족/친지/친구 방문,,,,경기도 가평군
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,제주특별자치도 제주시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,쇼핑,,,,,,,,,,,,,,제주특별자치도 서귀포시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,가족/친지/친구 방문,,,,충청북도 제천시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,경기도 가평군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,역사 유적지 방문,,,,,,,,,,,,,,,,,,경기도 광주시
자연 및 풍경감상,,,,,,,,,,,,,,,,,,,,,강원도 속초시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,강원도 속초시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,경기도 양평군
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,인천광역시 강화군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,울산광역시 남구
,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,가족/친지/친구 방문,,,,대전광역시 유성구
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,경기도 양평군
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,제주특별자치도 서귀포시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,경기도 성남시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,교육/체험 프로그램 참가,,,,,,,,,,제주특별자치도 제주시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 속초시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,음식관광(지역 맛집 등),,,,,온천/스파,,,,,,,,,,,,,,,충청북도 충주시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,인천광역시 강화군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 홍천군
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,인천광역시 강화군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,가족/친지/친구 방문,,,,제주특별자치도 서귀포시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,충청남도 공주시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,쇼핑,,,,,,,,,,,,,,제주특별자치도 제주시
,,,,,,,,,,,,,,,,,,,,,전라남도 영암군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,지역 축제/이벤트 참가,,,,,,,,,,,강원도 강릉시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,인천광역시 중구
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,강원도 횡성군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,충청남도 태안군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,경기도 양평군
,,,,,,,,,,,,,,,,,,,,,경기도 광주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,경기도 남양주시
자연 및 풍경감상,음식관광(지역 맛집 등),,,"테마파크, 놀이시설, 동/식물원 방문",휴식/휴양,,,,,,,,,,,,,,,,강원도 삼척시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,음식관광(지역 맛집 등),,,"테마파크, 놀이시설, 동/식물원 방문",,,,,,,,,,,,,,,,,경기도 양평군
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,충청남도 당진시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,가족/친지/친구 방문,,,,충청북도 진천군
,,,,,,,,,,,,,,,,,,,,,경기도 파주시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,제주특별자치도 서귀포시
,,,,,,,,,,,,,,,,,,,,,울산광역시 남구
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),"야외 위락 및 스포츠, 레포츠 활동",,,,,,,,,,,,,,,,,,,대구광역시 동구
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,경기도 성남시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,경기도 수원시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,경상북도 영주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,가족/친지/친구 방문,,,,경기도 양평군
자연 및 풍경감상,음식관광(지역 맛집 등),"야외 위락 및 스포츠, 레포츠 활동",,,,,,,,,,,,,,,,,,,강원도 원주시
,,,,,,,,,,,,,,,,,,,,,
,음식관광(지역 맛집 등),,,,,,쇼핑,,,,,,,,,,,,,,경기도 하남시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,교육/체험 프로그램 참가,,,,,,,,,,제주특별자치도 제주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),"야외 위락 및 스포츠, 레포츠 활동",,,,,,,,,,,,,,,,,,,강원도 홍천군
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,강원도 춘천시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,부산광역시 해운대구
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,강원도 속초시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 가평군
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,가족/친지/친구 방문,,,,충청북도 진천군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,경기도 파주시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,지역 축제/이벤트 참가,,,,,,,,,,,충청남도 태안군
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 속초시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,경기도 성남시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,지역 축제/이벤트 참가,,,,,,,,,,,제주특별자치도 제주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,강원도 원주시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,가족/친지/친구 방문,,,,경기도 남양주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,가족/친지/친구 방문,,,,세종특별자치시 세종시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,제주특별자치도 제주시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,경기도 양평군
자연 및 풍경감상,,,역사 유적지 방문,,,,,,,,,,,,,,,,,,경상남도 고성군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,경기도 연천군
자연 및 풍경감상,음식관광(지역 맛집 등),,역사 유적지 방문,,휴식/휴양,,,,,,,,,,,,,,,,제주특별자치도 서귀포시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,가족/친지/친구 방문,,,,경기도 하남시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,강원도 속초시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,광주광역시 남구
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,강원도 홍천군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,,,,,,,,,,,,,,,,,인천광역시 중구
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,,,,,,,,,,,,,,,,,강원도 양양군
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,강원도 춘천시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 속초시
,음식관광(지역 맛집 등),,,"테마파크, 놀이시설, 동/식물원 방문",,,,,,,,,,,,,,,,,경기도 용인시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,경기도 포천시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,제주특별자치도 제주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,,,,,,,,,,,,,,,,,경기도 양주시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,,,,,,,,,,,,,,,,,강원도 화천군
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,,,,,,,,,,,,,,,,,경기도 연천군
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,,,쇼핑,,,,,,,,,,,,,,대구광역시 달성군
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,강원도 속초시
,,,,,휴식/휴양,,,,,,,,,,,,가족/친지/친구 방문,,,,충청남도 서산시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 속초시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,인천광역시 강화군
,,,,,,,,,,,,,,,,,,,,,경기도 연천군
,,,,,,,,,,,,,,,,,,,,,대전광역시 동구
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,경기도 화성시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,제주특별자치도 제주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,경기도 포천시
자연 및 풍경감상,,,,,휴식/휴양,,,,,지역 축제/이벤트 참가,,,,,,,,,,,경기도 파주시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,제주특별자치도 제주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,가족/친지/친구 방문,,,,경기도 고양시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 평창군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 화성시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 가평군
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 포천시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,제주특별자치도 제주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,,,,,,,,,,,,,가족/친지/친구 방문,,,,강원도 속초시
자연 및 풍경감상,,,,,,,,,,,,,,,,,,,,,강원도 양양군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,경기도 남양주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,지역 축제/이벤트 참가,,,,,,,,,,,부산광역시 해운대구
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,제주특별자치도 서귀포시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 속초시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,전라남도 여수시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,제주특별자치도 제주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,,,,,,,,,,,,,,,,,강원도 양양군
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,경기도 양평군
자연 및 풍경감상,,,,,,,,,,,,,,,,,,,,,경기도 양평군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,가족/친지/친구 방문,,,,전라남도 순천시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 강릉시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,경기도 의정부시
자연 및 풍경감상,,,,"테마파크, 놀이시설, 동/식물원 방문",,,,,,,,,,,,,,,,,경기도 용인시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,가족/친지/친구 방문,,,,강원도 강릉시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,경기도 평택시
자연 및 풍경감상,,,,,,,,,,,,,,,,,,,,,인천광역시 중구
자연 및 풍경감상,,,,,,,,,,,,,,,,,가족/친지/친구 방문,,,,인천광역시 강화군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 용인시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,,,,,,,,,,,,,,,,,강원도 원주시
,,,,,,,,,,,,,,,,,,,,,
,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,제주특별자치도 서귀포시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 이천시
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 삼척시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,인천광역시 강화군
자연 및 풍경감상,음식관광(지역 맛집 등),,역사 유적지 방문,,,,,,,,,,,,,,,,,,전라북도 고창군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,회의참가/시찰,교육/훈련/연수,,세종특별자치시 세종시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,,,,,,,,,,,,,가족/친지/친구 방문,,,,충청남도 서천군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 횡성군
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,경상북도 울진군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),"야외 위락 및 스포츠, 레포츠 활동",,,휴식/휴양,,,,,,,,,,,,,,,,부산광역시 서구
,,,,,,,,,,,,,,,,,,,,,경기도 남양주시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,제주특별자치도 제주시
,,,,,,,,,,,,,,,,,,,,,경기도 용인시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,전라남도 순천시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 강릉시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 가평군
,음식관광(지역 맛집 등),,,"테마파크, 놀이시설, 동/식물원 방문",휴식/휴양,,,,,,,,,,,,,,,,전라남도 여수시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,인천광역시 중구
